tweet_id,favorite_count,retweet_count
667453023279554560,296,81
667443425659232256,740,539
667437278097252352,424,221
667435689202614272,292,79
667405339315146752,441,207
667393430834667520,182,51
667369227918143488,346,151
667211855547486208,459,223
667200525029539841,579,243
667192066997374976,361,91
667188689915760640,704,369
667182792070062081,13463,5720
667177989038297088,180,51
667176164155375616,573,423
667174963120574464,233,72
667171260800061440,206,77
667165590075940865,2531,1046
667160273090932737,240,57
667152164079423490,44922,15724
667138269671505920,4306,2029
667119796878725120,314,121
667090893657276420,315,116
667073648344346624,376,109
667070482143944705,78,13
667065535570550784,160,41
667062181243039745,206,48
667044094246576128,175,45
667012601033924608,423,207
666996132027977728,227,82
666983947667116034,2390,905
666837028449972224,760,511
666835007768551424,198,74
666826780179869698,238,84
666817836334096384,478,234
666804364988780544,219,84
666786068205871104,707,443
666781792255496192,361,175
666776908487630848,323,156
666739327293083650,221,60
666701168228331520,400,201
666691418707132416,174,45
666649482315059201,1049,573
666644823164719104,220,74
666454714377183233,481,198
666447344410484738,95,18
666437273139982337,114,42
666435652385423360,152,45
666430724426358785,292,174
666428276349472768,151,73
666421158376562688,294,103
666418789513326592,112,41
666411507551481857,404,289
666407126856765440,98,32
666396247373291520,155,73
666373753744588802,171,80
666362758909284353,712,506
666353288456101888,194,64
666345417576210432,271,128
666337882303524864,180,82
666293911632134144,459,313
666287406224695296,133,58
666273097616637952,159,70
666268910803644416,94,32
666104133288665088,13445,5889
666102155909144576,70,11
666099513787052032,142,58
666094000022159362,153,66
666082916733198337,102,41
666073100786774016,291,142
666071193221509120,135,52
666063827256086533,444,194
666058600524156928,104,52
666057090499244032,266,123
666055525042405380,406,217
666051853826850816,1111,760
666050758794694657,123,51
666049248165822465,96,40
666044226329800704,265,127
666033412701032449,111,40
666029285002620928,120,42
666020888022790149,2380,457
